lp,RSPO,REGON,nip,Nazwa szkoły,Powiat,Gmina,Miejscowość,Ulica,Numer domu,tel.,email,Numer telefonu kontaktowego do organu prowadzącego,Adres e-mail do organu prowadzącego,Adres witryny internetowej organu prowadzącego (jeżeli nie posiada należy wpisać „nie posiada”),ORGAN regon,ORGAN nip,REGON szkoły,Numer szkoły w Rejestrze Szkół i Placówek Oświatowych (RSPO),Numer telefonu kontaktowego do szkoły,Adres kontaktowy e-mail do szkoły,Adres witryny internetowej szkoły (jeżeli nie posiada należy wpisać „nie posiada”),Imię dyr.,Nazwisko dyr.,Imię wice,Nazwisko wice,Dziewczęta w szkole w klasach IV - VIII,Chłopcy w szkole w klasach IV - VIII,suma,grupa
218,23782,1202504,8171817752,SZKOŁA PODSTAWOWA W WAMPIERZOWIE,mielecki,Wadowice Górne,Wampierzów,,81,,spwam@o2.pl,146669751,sekretariat@wadowicegorne.pl,https://wadowicegorne.pl/,851661234,,1202504,23782,123340,218@mail.pl,Wampierzów 81,Marzena,Nowak-Maluchnik,brak,brak,19,23,42,mała
219,23852,1186863,8651657320,PUBLICZNA SZKOŁA PODSTAWOWA IM. TADEUSZA KOŚCIUSZKI W RZECZYCY DŁUGIEJ,stalowowolski,Radomyśl nad Sanem,Rzeczyca Długa,,176,158453076,zsrzeczycadluga@poczta.onet.pl,158454302,sekretariat@radomysl.pl,www.radomysl.pl,830409123,,1186863,23852,123341,219@mail.pl,www.rzeczyca-dluga.pl,Jacek,Czerkowicz,brak,brak,44,31,75,mała
220,24232,1200310,6842053709,SZKOŁA PODSTAWOWA IM. MARII I MICHAŁA KRUKIERKÓW W RÓWNEM,krośnieński,Dukla,Równe,ul. Długa,41,134333008,szkolarowne@gmail.com,134329100,gmina@dukla.pl,http://www.dukla.pl/,370440531,6842364450,1200310,24232,123342,220@mail.pl,sprowne.dukla.pl,Katarzyna,Tymcio,brak,brak,29,34,63,mała
221,24567,1208139,7921857029,SZKOŁA PODSTAWOWA IM. KS. BRONISŁAWA MARKIEWICZA W TULIGŁOWACH,jarosławski,Rokietnica,Tuligłowy,,19A,166221360,szkolatuliglowy@wp.pl,166221391,ug_rokietnica@wp.pl,http://rokietnica.mky.pl/,650900401,,1208139,24567,123343,221@mail.pl,https://www.sptuliglowy.idl.pl/,Anna,Kurecka,brak,brak,9,16,25,mała
222,24889,1197482,6861686700,SZKOŁA PODSTAWOWA NR 1 IM. KS. PRAŁATA ANTONIEGO KOŁODZIEJA W DOMARADZU,brzozowski,Domaradz,Domaradz,,349,134347470,sp1@domaradz.pl,134347041,gmina@domaradz.pl,www.domaradz.pl,370440229,,1197482,24889,123344,222@mail.pl,zsp-domaradz.pl,Lucyna,Pyzik,brak,brak,76,89,165,średnia
223,24892,1214861,6861502893,SZKOŁA PODSTAWOWA NR 2 W GOLCOWEJ,brzozowski,Domaradz,Golcowa,,284,134347112,sp2golcowa@domaradz.pl,134347041,gmina@domaradz.pl,www.domaradz.pl,370440229,,1214861,24892,123345,223@mail.pl,sp2golcowa.domaradz.pl,Barbara ,Świstak,brak,brak,24,21,45,mała
224,26368,601828,7941105551,SZKOŁA PODSTAWOWA IM. KRÓLA JANA III SOBIESKIEGO W KAŃCZUDZE,przeworski,Kańczuga,Kańczuga,ul. Szkolna,5,166423148,spsobieski@gmail.com,166423142,sekretariat@kanczuga.pl,www.kanczuga.pl,650900602,,601828,26368,123346,224@mail.pl,www.spkanczuga.pl,Magdalena ,Wójtowicz,brak,brak,105,112,217,średnia
225,26491,1177462,8672100060,PUBLICZNA SZKOŁA PODSTAWOWA W SKOPANIU IM. JANA PAWŁA II,tarnobrzeski,Baranów Sandomierski,Skopanie,ul. Kardynała Wyszyńskiego,1,,spskopanie@onet.pl,158118581,urzad@baranowsandomierski.pl,baranowsandomierski.pl,830409152,8672079650,1177462,26491,123347,225@mail.pl,sp-skopanie.edupage.org,Marzenna,Filipowicz,brak,brak,83,77,160,średnia
226,26790,1177456,8672100054,PUBLICZNA SZKOŁA PODSTAWOWA W WOLI BARANOWSKIEJ IM.GEN.WŁADYSŁAWA SIKORSKIEGO,tarnobrzeski,Baranów Sandomierski,Wola Baranowska,ul. Szkolna,4,,spwbar@poczta.onet.pl,158118581,urzad@baranowsandomierski.pl,www.baranowsandomierski.pl,830409152,8672079650,1177456,26790,123348,226@mail.pl,zswolabaranowska.cba.pl,Marta,Szopa,brak,brak,47,50,97,mała
227,26899,1200764,6891099060,SZKOŁA PODSTAWOWA IM. BOHATERÓW LOTNICTWA POLSKIEGO W USTJANOWEJ GÓRNEJ,bieszczadzki,Ustrzyki Dolne,Ustjanowa Górna,,84,,sekretariat@spustjanowa.pl,134608000,um@ustrzyki-dolne.pl,https://ustrzyki-dolne.pl/,370440070,,1200764,26899,123349,227@mail.pl,https://spustjanowa.ustrzyki-dolne.pl/,Marek,Pipka,brak,brak,38,30,68,mała
228,27016,1162638,8671966366,PUBLICZNA SZKOŁA PODSTAWOWA W DĄBROWICY IM.BATALIONÓW CHŁOPSKICH,tarnobrzeski,Baranów Sandomierski,Dąbrowica,,78,,pspdab78@interia.pl,158118581,urzad@baranowsandomierski.pl,http://www.baranowsandomierski.pl,830409152,8672079650,1162638,27016,123350,228@mail.pl,zspdabrowica.edupage.org,Przemysław,Świtalska,brak,brak,15,12,27,mała
229,27522,650171238,7921958032,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY IM.BŁ.KS.JANA BALICKIEGO W MORAWSKU,jarosławski,Jarosław,Morawsko,,203b,,sp.morawsko@interia.pl,166248623,dyrektorzeas@jaroslaw.itl.pl,https://gminajaroslaw.pl/,650900482,,650171238,27522,123351,229@mail.pl,https://spmorawsko.edupage.org/,ALICJA,Rybka,brak,brak,25,31,56,mała
230,27523,650171280,7921958049,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY IM.TADEUSZA KOŚCIUSZKI W MUNINIE,jarosławski,Jarosław,Munina,ul. 3-go Maja,93,,munina237@wp.pl,166248610,dyrektorzeas@jaroslaw.itl.pl,gminajaroslaw.pl,650900482,,650171280,27523,123352,230@mail.pl,spmunina.edupage.org,Beata,Leśniak,brak,brak,27,16,43,mała
231,27524,650171273,7921958078,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY IM. BŁ. O.MICHAŁA CZARTORYSKIEGO W PEŁKINIACH,jarosławski,Jarosław,Pełkinie,,198,,sppel@jaroslaw.itl.pl,166248623,dyrektorzeas@jaroslaw.itl.pl,https://gminajaroslaw.pl/,650900482,,650171273,27524,123353,231@mail.pl,https://sppelkinie.edupage.org/,Leszek,Marciak,brak,brak,31,29,60,mała
232,27525,650171250,7921958061,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY IM. ALEKSANDRA FREDRY W SUROCHOWIE,jarosławski,Jarosław,Surochów,,67a,,spsuro@op.pl,16624823,dyrektorzeas@gminajaroslaw.pl,gminajaroslaw.pl,650900482,,650171250,27525,123354,232@mail.pl,www.spsurochow.itl.pl,Bernadeta,Fudali,brak,brak,23,22,45,mała
233,27526,650171215,7921958055,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W TUCZEMPACH,jarosławski,Jarosław,Tuczempy,ul. Jana Pawła II,11,,sp.tuczempy@interia.pl,166248610,dyrektorzeas@jaroslaw.itl.pl,www.gminajaroslaw.pl,650900482,,650171215,27526,123355,233@mail.pl,sp-tuczempy.edupage.org,Joanna,Biernacka,brak,brak,25,33,58,mała
234,27527,650171209,7921958003,ZESPÓŁ SZKOLNO- PRZEDSZKOLNY IM. KARDYNAŁA STEFANA WYSZYŃSKIEGO W WÓLCE PEŁKIŃSKIEJ,jarosławski,Jarosław,Wólka Pełkińska,,137b,,zspwp@op.pl,166248610,dyrektorzeas@jaroslaw.itl.pl,https://gminajaroslaw.pl/,650900482,,650171209,27527,123356,234@mail.pl,www.sppelkinska.edupage.org,Bożena,Weiss,brak,brak,55,63,118,mała
235,27630,1207447,0,SZKOŁA PODSTAWOWA W HUWNIKACH,przemyski,Fredropol,Huwniki,,"2,8",,zshuwniki8@wp.pl,166719818,sekretariat@fredropol.pl,www.fredropol.pl,650900430,,1207447,27630,123357,235@mail.pl,zshuwniki.com,Agnieszka,Janeczko,brak,brak,37,19,56,mała
236,27705,370474010,0,SZKOŁA PODSTAWOWA NR 2 IM. TADEUSZA KOŚCIUSZKI NARCIARSKA SZKOŁA SPORTOWA W USTRZYKACH DOLNYCH,bieszczadzki,Ustrzyki Dolne,Ustrzyki Dolne,ul. Dobra,6,,sekretariat@zsp2nss.pl,134608731,a.palacka@ustrzyki-dolne.pl,www.ustrzyki-dolne.pl,370440070,,370474010,27705,123358,236@mail.pl,sp2ud.ustrzyki-dolne.pl,Bogdan,Nizińska,brak,brak,102,197,299,duża
237,27707,1198292,0,SZKOŁA PODSTAWOWA NR 1 IM. MIKOŁAJA KOPERNIKA W USTRZYKACH DOLNYCH,bieszczadzki,Ustrzyki Dolne,Ustrzyki Dolne,ul. 29 Listopada,21,,sp1ustrzyki@sp1ustrzyki.pl,134611607,m.glowniak@ustrzyki-dolne.pl,ustrzyki-dolne.pl,370440070,,1198292,27707,123359,237@mail.pl,www.sp1ud.ustrzyki-dolne.pl,Małgorzata,Benewiat,brak,brak,132,167,299,duża
238,27784,1214418,0,SZKOŁA PODSTAWOWA IM. IGNACEGO ŁUKASIEWICZA W ROPIENCE,bieszczadzki,Ustrzyki Dolne,Ropienka,,111,,gimro@op.pl,134608731,a.palacka@ustrzyki-dolne.pl,https://ustrzyki-dolne.pl/,370440070,,1214418,27784,123360,238@mail.pl,https://spropienka.szkolnastrona.pl/,Romana,Majka,brak,brak,24,23,47,mała
239,28261,1197654,6842149533,SZKOŁA PODSTAWOWA IM. IGNACEGO ŁUKASIEWICZA W BÓBRCE,krośnieński,Chorkówka,Bóbrka,ul. Ignacego Łukasiewicza,18,134313097,zsipbobrka@onet.pl,134386930,urzad@chorkowka.pl,https://chorkowka.pl,370440525,,1197654,28261,123361,239@mail.pl,www.zsipbobrka.szkolnastrona.pl,Helena,Zięba,brak,brak,9,17,26,mała
240,29243,180897111,7952201241,SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W SIERAKOŚCACH,przemyski,Fredropol,Sierakośce,,31,166719251,spsierakosce@op.pl,535808933,Kazimierzlysy@gmai.com,https://sip.szkolnastrona.pl/sp/,180444131,7952476073,180897111,29243,123362,240@mail.pl,https://sip.szkolnastrona.pl/sp/,Maria,Drozd-Ulijasz,brak,brak,23,18,41,mała
241,29297,1197252,6861518032,SZKOŁA PODSTAWOWA W HACZOWIE IM. DOC. DR INŻ. JANA WYŻYKOWSKIEGO,brzozowski,Haczów,Haczów,,593,134391009,sphaczow@ks.onet.pl,134391002,gmina@haczow.pl,https://haczow.pl/,370440206,,1197252,29297,123363,241@mail.pl,sphaczow.prv.pl,Grzegorz,Flis,brak,brak,79,92,171,średnia
242,29377,837413,8651426997,PUBLICZNA SZKOŁA PODSTAWOWA NR 1 IM. WACŁAWA GÓRSKIEGO W STALOWEJ WOLI,stalowowolski,Stalowa Wola,Stalowa Wola,ul. Romana Dmowskiego,9,,psp1@stalowawola.pl,156433478,um@stalowawola.pl,www.stalowawola.pl,830409086,,837413,29377,123364,242@mail.pl,www.psp1stw.szkola.pl,Małgorzata,Duma,brak,brak,70,80,150,średnia
243,29378,837420,0,PUBLICZNA SZKOŁA PODSTAWOWA NR 3 IM. BOHATERÓW WESTERPLATTE W STALOWEJ WOLI,stalowowolski,Stalowa Wola,Stalowa Wola,ul. Prymasa Stefana Wyszyńskiego,14,,psp3@stalowawola.pl,156433478,um@stalowawola.pl,www.stalowawola.pl,830409086,,837420,29378,123365,243@mail.pl,www.psp3stalowawola.pl,Elżbieta,Grębowiec,brak,brak,175,160,335,duża
244,29732,830003591,0,PUBLICZNA SZKOŁA PODSTAWOWA NR 12 IM. JANA PAWŁA II W STALOWEJ WOLI,stalowowolski,Stalowa Wola,Stalowa Wola,ul. Józefa Poniatowskiego,55,,psp12@stalowawola.pl,156433478,um@stalowawola.pl,www.stalowawola.pl,830409086,,830003591,29732,123366,244@mail.pl,http://psp12.stalowawola.szkolnastrona.pl/sp/,Marek,Kozieja,brak,brak,169,238,407,duża
245,30094,1132413,8181371045,SZKOŁA PODSTAWOWA IM.KS. JANA TWARDOWSKIEGO W NIEDŹWIADZIE GÓRNEJ,ropczycko-sędziszowski,Ropczyce,Niedźwiada,,261,172213638,sekretariat@spng.pl,172210550,ropczyce@interia.pl,http://ropczyce.eu,690581962,,1132413,30094,123367,245@mail.pl,www.spng.pl,Renata,Bieńko,brak,brak,21,42,63,mała
246,30110,1213643,6852327315,SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W ZAWADCE OSIECKIEJ,jasielski,Osiek Jasielski,Zawadka Osiecka,,174,,spzawadkaosiecka@wp.pl,13442005,gmina@osiekjasielski.pl,https://osiekjasielski.pl,370440360,,1213643,30110,123368,246@mail.pl,https://spzawadkaosiecka.pl,Irena,Nowak-Maluchnik,brak,brak,21,24,45,mała
247,30161,690043220,8181371074,SZKOŁA PODSTAWOWA NR 5 IM. SEWERYNA UDZIELI W ROPCZYCACH,ropczycko-sędziszowski,Ropczyce,Ropczyce,ul. Stanisława Konarskiego,4,,sekretariat@sp5.r-ce.pl,172210550,ropczyce@intertele.pl,http://ropczyce.eu/,690581962,,690043220,30161,123369,247@mail.pl,Konarskiego 4,Dorota,Czerkowicz,brak,brak,129,132,261,duża
248,30173,1207588,7941596655,SZKOŁA PODSTAWOWA IM. ŚW. JANA KANTEGO,przeworski,Jawornik Polski,Manasterz,,575,,gimn_manasterz@wp.pl,166514014,oswiata@jawornikpolski.itl.pl,gminajawornikpolski.pl,650900625,,1207588,30173,123370,248@mail.pl,zsipmanasterz.pl,Maria,Tymcio,brak,brak,29,34,63,mała
249,30175,663203,7941749550,SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W JAWORNIKU POLSKIM,przeworski,Jawornik Polski,Jawornik Polski,,209,,sp_jawornik@poczta.onet.pl,166514014,sekretariat@jawornikpolski.itl.pl,gminajawornikpolski.pl,650900625,,663203,30175,123371,249@mail.pl,zsjawornik.pl,Romana,Kurecka,brak,brak,58,62,120,mała
250,30470,180899096,8651554577,SZKOŁA PODSTAWOWA FUNDACJI ELEMENTARZ Z ODDZIAŁEM PRZEDSZKOLNYM IM. ŚW. STANISŁAWA KOSTKI W GOLCACH,niżański,Jarocin,Golce,,37,158765106,sp.golce@elementarz.edu.pl,322527938,sekretariat@elementarz.edu.pl,www.elementarz.edu.pl,271231695,,180899096,30470,123372,250@mail.pl,http://spgolce.szkolnastrona.pl,Joanna,Pyzik,brak,brak,7,5,12,mała
251,30486,690004450,8133079476,SZKOŁA PODSTAWOWA W RUDNEJ MAŁEJ,rzeszowski,Głogów Małopolski,Rudna Mała,,345,,sp_rudnamala@glogow-mlp.pl,177897000,umig@glogow-mlp.pl,https://www.glogow-mlp.pl/,690582074,,690004450,30486,123373,251@mail.pl,https://sp-rudnamala.pl/,Michał,Świstak,brak,brak,20,31,51,mała
252,31028,268263,8181371097,SZKOŁA PODSTAWOWA NR 1 IM. MIKOŁAJA KOPERNIKA W ROPCZYCACH,ropczycko-sędziszowski,Ropczyce,Ropczyce,ul. Wyspiańskiego,8,172218419,zsnr1sp@poczta.onet.pl,172210550,ropczyce@intertele.pl,http://ropczyce.eu/,690581962,,268263,31028,123374,252@mail.pl,https://sp1ropczyce.pl/,Ewa,Wójtowicz,brak,brak,180,173,353,duża
253,31045,804508,8141267353,SZKOŁA PODSTAWOWA W OSTROWACH TUSZOWSKICH IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO,kolbuszowski,Cmolas,Ostrowy Tuszowskie,,100A,,spotusz@op.pl,172837702,cmolas@cmolas.pl,www.cmolas.pl/asp/pl_licznik.asp,690581650,,804508,31045,123375,253@mail.pl,spotusz.edupage.org,Danuta,Filipowicz,brak,brak,18,24,42,mała
254,31071,1213962,6871725235,SZKOŁA PODSTAWOWA IM. ŚW. JANA KANTEGO W ODRZECHOWEJ,sanocki,Zarszyn,Odrzechowa,ul. Szkolna,1,134671173,sp.odrzechowa@zarszyn.pl,134671001,ajakiel@zarszyn.pl,zarszyn.pl,370440784,,1213962,31071,123376,254@mail.pl,Stara Wieś,Magdalena,Szopa,brak,brak,20,20,40,mała
255,31076,1197281,6861539330,SZKOŁA PODSTAWOWA W MALINÓWCE,brzozowski,Haczów,Malinówka,,42,,zsmalinowka@gmail.com,134391002,gmina@haczow.pl,https://haczow.pl,370440206,,1197281,31076,123377,255@mail.pl,https://zsmalinowka.edupage.org/,Iwona,Pipka,brak,brak,27,32,59,mała
256,31078,1197306,6861539318,SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ WE WZDOWIE,brzozowski,Haczów,Wzdów,,121,,swzdow@poczta.wp.pl,124391002,gmina@haczow.pl,https://haczow.pl/,370440206,,1197306,31078,123378,256@mail.pl,https://zswzdow.edupage.org/,Andrzej ,Świtalska,brak,brak,15,29,44,mała
257,31081,1197298,6861539353,SZKOŁA PODSTAWOWA IM. GEN. B. PRUGARA-KETLINGA W TRZEŚNIOWIE,brzozowski,Haczów,Trześniów,,107,,zstrzesniow@poczta.onet.pl,134391002,gmina@haczow.pl,https://haczow.pl,370440206,,1197298,31081,123379,257@mail.pl,zstrzesniow.edupage.org,Joanna,Rybka,brak,brak,31,42,73,mała
258,31083,1197269,6861539382,SZKOŁA PODSTAWOWA W JABŁONICY POLSKIEJ,brzozowski,Haczów,Jabłonica Polska,,178,134392230,sp.jablonica@haczow.pl,134391002,gmina@haczow.pl,https://haczow.pl/   ,370440206,,1197269,31083,123380,258@mail.pl,www.spjablonicapolska.edupage.org,Grzegorz,Leśniak,brak,brak,35,15,50,mała
259,31086,1197275,6861539301,SZKOŁA PODSTAWOWA W JASIONOWIE,brzozowski,Haczów,Jasionów,,195,134393700,zsjasionow@op.pl,134391002,gmina@haczow.pl,www.haczow.pl,370440206,,1197275,31086,123381,259@mail.pl,Jasionów,Beata,Marciak,brak,brak,32,32,64,mała
260,31110,1177440,8671966343,PUBLICZNA SZKOŁA PODSTAWOWA W ŚLĘZAKACH IM. KARDYNAŁA STEFANA WYSZYŃSKIEGO,tarnobrzeski,Baranów Sandomierski,Ślęzaki,,75,,sz.p.slezaki@interia.pl,158118581,urzad@baranowsandomierski.pl,www.baranowsandomierski.pl,830409152,8672079650,1177440,31110,123382,260@mail.pl,www.zspslezaki.pl,Agata,Fudali,brak,brak,29,33,62,mała
261,31116,652808,8671966372,PUBLICZNA SZKOŁA PODSTAWOWA IM KSIĘDZA JANA TWARDOWSKIEGO,tarnobrzeski,Baranów Sandomierski,Baranów Sandomierski,ul. Kościuszki,6,,sekretariat@zsip.pl,158118581,urzad@baranowsandomierski.pl,https://baranowsandomierski.pl/,830409152,8672079650,652808,31116,123383,261@mail.pl,https://zsip.pl,Marek,Biernacka,brak,brak,58,50,108,mała
262,31125,1213956,6871725212,SZKOŁA PODSTAWOWA W PIELNI,sanocki,Zarszyn,Pielnia,ul. Dębowa,1,134672015,sp.pielnia@zarszyn.pl,606435205,ajakiel@zarszyn.pl,nie posiada,370440784,,1213956,31125,123384,262@mail.pl,http://sppielnia.szkolnastrona.pl/,Magdalena,Weiss,brak,brak,18,16,34,mała
263,31167,1213933,6871446771,SZKOŁA PODSTAWOWA W ZARSZYNIE,sanocki,Zarszyn,Zarszyn,ul. Bieszczadzka,19,,sp.zarszyn@zarszyn.pl,134671001,ajakiel@zarszyn.pl,zarszyn.pl,370440784,,1213933,31167,123385,263@mail.pl,spzarszyn.pl,Anna,Janeczko,brak,brak,48,38,86,mała
264,31822,663278,0,SZKOŁA PODSTAWOWA IM. 11 KARPACKIEJ DYWIZJI PIECHOTY W KRZYWCZY,przemyski,Krzywcza,Krzywcza,,97,166711003,krzywcza@poczta.fm,166711485,sekretariat@krzywcza.pl,www.krzywcza.pl,650900393,,663278,31822,123386,264@mail.pl,krzywcza.edu.pl,Agnieszka,Nizińska,brak,brak,30,25,55,mała
265,31823,1207619,0,SZKOŁA PODSTAWOWA IM. J. SŁOWACKIEGO W BABICACH,przemyski,Krzywcza,Babice,,27,,spbabice@wp.pl,166711486,sekretariat@krzywcza.pl,www.krzywcza.pl,650900393,,1207619,31823,123387,265@mail.pl,spbabice.edu.pl,Małgorzata,Benewiat,brak,brak,29,30,59,mała
266,31872,1131968,8172172731,SZKOŁA PODSTAWOWA IM.WŁADYSŁAWA JASIŃSKIEGO W GAWŁUSZOWICACH,mielecki,Gawłuszowice,Gawłuszowice,,5,,ZSGGAW@OP.PL,177744282,d.ziomek@gawluszowice.pl,https://gawluszowice.pl/,690581904,,1131968,31872,123388,266@mail.pl,https://szkolagawluszowice.pl/,Grzegorz,Majka,brak,brak,53,51,104,mała
267,31938,650399,8652146432,PUBLICZNA SZKOŁA PODSTAWOWA IM. POR. JÓZEFA MĄCZKI W ZALESZANACH,stalowowolski,Zaleszany,Zaleszany,ul. Sandomierska,95,158459422,bszczepanski72@gmail.com,158459419,ug@zaleszany.pl,zaleszany.pl,830409146,,650399,31938,123389,267@mail.pl,sp-zaleszany.pl,Bogdan,Zięba,brak,brak,32,62,94,mała
268,32059,1186320,8652146254,PUBLICZNA SZKOŁA PODSTAWOWA W TURBI IM. ŚW. JANA PAWŁA II,stalowowolski,Zaleszany,Turbia,,37,,zsturbia@gmail.com,158459419,ug@zaleszany.pl,http://zaleszany.pl/asp/,830409146,,1186320,32059,123390,268@mail.pl,https://zsturbia.edupage.org/,Damian,Drozd-Ulijasz,brak,brak,57,38,95,mała
269,34371,663290,7952141616,SZKOŁA PODSTAWOWA W MEDYCE IM. KRÓLA WŁ. JAGIEŁŁY,przemyski,Medyka,Medyka,,292,166715385,spmedyka@wp.pl,166715391,medyka@medyka.itl.pl,http://www.medyka.itl.pl,650900370,,663290,34371,123391,269@mail.pl,www.spmedyka.pl,Elżbieta,Flis,brak,brak,55,66,121,średnia
270,34449,831201146,0,PUBLICZNA SZKOŁA PODSTAWOWA NR 9 IM. JANA KOCHANOWSKIEGO W STALOWEJ WOLI,stalowowolski,Stalowa Wola,Stalowa Wola,ul. Rozwadowska,10,,sekretariat@psp9stw.pl,156433478,um@stalowawola.pl,http://www.stalowawola.pl,830409086,,831201146,34449,123392,270@mail.pl,psp9stw.pl,Lucyna,Duma,brak,brak,73,71,144,średnia
271,34565,650121418,7931267944,SZKOŁA PODSTAWOWA NR 2 IM. OBROŃCÓW LUBACZOWA,lubaczowski,Lubaczów,Lubaczów,ul. Juliusza Słowackiego,9,166329425,sekretariat@sp2.lubaczow.pl,166231577,poczta@um.lubaczow.pl,www.um.lubaczow.pl,650900690,,650121418,34565,123393,271@mail.pl,www.sp2.lubaczow.edupage.org,Tomasz,Grębowiec,brak,brak,166,161,327,duża
272,34602,691679700,0,SZKOŁA PODSTAWOWA W JASIONCE,rzeszowski,Trzebownisko,Jasionka,,301,,zs_jas@wist.com.pl,177713700,poczta@trzebownisko.pl,trzebownisko.pl,690582157,,691679700,34602,123394,272@mail.pl,zsjasionka.szkola.pl,Nina ,Kozieja,brak,brak,88,103,191,średnia
273,34716,1214750,6842094424,PUBLICZNA SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W KROŚCIENKU WYŻNYM,krośnieński,Krościenko Wyżne,Krościenko Wyżne,ul. Szkolna,34,134315019,pspkw@wp.pl,134315190,urzad@kroscienkowyzne.pl,https://www.kroscienkowyzne.pl/,370440577,6842384257,1214750,34716,123395,273@mail.pl,http://www.spkw.pl/,Marek,Bieńko,brak,brak,95,126,221,średnia
274,34772,1131030,8191401888,SZKOŁA PODSTAWOWA W CIESZYNIE,strzyżowski,Frysztak,Cieszyna,,76,172775039,spciesz@wp.pl,172777110,marcin.jakubowicz@zoeas.frysztak.pl,frysztak.pl,690582186,,1131030,34772,123396,274@mail.pl,cieszynaszk.edupage.org,Jolanta,Nowak-Maluchnik,brak,brak,19,11,30,mała
275,34773,1131141,8191401753,SZKOŁA PODSTAWOWA W GLINIKU GÓRNYM,strzyżowski,Frysztak,Glinik Górny,,47,,spglinikgorny@onet.pl,172777110,ug@frysztak.pl,frysztak.pl,690582186,,1131141,34773,123397,275@mail.pl,spglinikgorny.szkolna.net,Krzysztof,Czerkowicz,brak,brak,11,23,34,mała
276,34836,1133341,8191412751,SZKOŁA PODSTAWOWA IM. BATALIONÓW CHŁOPSKICH W RÓŻANCE,strzyżowski,Wiśniowa,Różanka,,43,,sprozanka@o2.pl,172775087,zeaswisniowa@poczta.onet.pl,nie posiada,690582217,,1133341,34836,123398,276@mail.pl,SP Różanka,Lucyna,Tymcio,brak,brak,27,24,51,mała
277,34839,1133312,8191412840,SZKOŁA PODSTAWOWA IM. WINCENTEGO WITOSA W MARKUSZOWEJ,strzyżowski,Wiśniowa,Markuszowa,,16,172776104,markuszowa@spm.szkolnastrona.pl,172775062,gmina@wisniowa.pl,wisniowa.pl,690582217,,1133312,34839,123399,277@mail.pl,spm.szkolnastrona.pl,Dariusz,Kurecka,brak,brak,30,29,59,mała
278,34841,657361,8191412857,SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W WIŚNIOWEJ,strzyżowski,Wiśniowa,Wiśniowa,,76,172775016,spwisniowa@op.pl,172775062,gmina@wisniowa.pl,www.wisniowa.pl,690582217,,657361,34841,123400,278@mail.pl,www.sp-wisniowa.pl,Beata,Pyzik,brak,brak,92,87,179,średnia
279,34845,1133358,8191412811,SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W SZUFNAROWEJ,strzyżowski,Wiśniowa,Szufnarowa,,101,172776245,spszufnarowa@poczta.onet.pl,172775087,zeaswisniowa@poczta.onet.pl,www.wisniowa.pl,690582217,,1133358,34845,123401,279@mail.pl,www.spszufnarowa.pl,Małgorzata ,Świstak,brak,brak,24,33,57,mała
280,34848,1133298,8191412691,SZKOŁA PODSTAWOWA W JASZCZUROWEJ,strzyżowski,Wiśniowa,Jaszczurowa,,31,,spjaszczurowa@poczta.onet.pl,172775087,zeaswisniowa@poczta.onet.pl,www.wisniowa.pl,690582217,,1133298,34848,123402,280@mail.pl,www.spjaszczurowa.cba.pl,Sławomir,Wójtowicz,brak,brak,8,14,22,mała
281,34989,1207654,7922004180,SZKOŁA PODSTAWOWA IM.MARII KONOPNICKIEJ W MIĘKISZU NOWYM,jarosławski,Laszki,Miękisz Nowy,,100,,spmiekisznowy@gmail.com,166285046,sekretariat@laszki.eu,https://laszki.pl/,650900460,,1207654,34989,123403,281@mail.pl,spmiekisznowy.pl,Adam,Filipowicz,brak,brak,22,20,42,mała
282,34994,1197329,0,SZKOŁA PODSTAWOWA NR 1 W GOLCOWEJ,brzozowski,Domaradz,Golcowa,,456,134347104,sp1golcowa@domaradz.pl,134347041,sp1golcowa@domaradz.pl,Golcowa 456,370440229,,1197329,34994,123404,282@mail.pl,http://www.zsgolcowa.cba.pl/,Robert,Szopa,brak,brak,25,37,62,mała
283,35022,180900729,8141424551,SZKOŁA PODSTAWOWA IM. ŚW.JANA PAWŁA II W HUCINIE,kolbuszowski,Niwiska,Hucina,ul. Wspólna,54,172279176,sphucina@interia.eu,172279176,agadam28@interia.pl,nie posiada,180531887,,180900729,35022,123405,283@mail.pl,sphucina.szkolnastrona.pl,Paweł,Pipka,brak,brak,19,11,30,mała
284,35023,690005336,8141421713,SZKOŁA PODSTAWOWA IM. ŚW.JANA BOSKO W TRZEŚNI,kolbuszowski,Niwiska,Trześń,,173,172279005,sptrzesn@gmail.com,172279002,urzadgminy@gmina.niwiska.pl,www.niwiska.pl,690581672,,690005336,35023,123406,284@mail.pl,www.sptrzesn.szkolnastrona.pl,Krzysztof,Świtalska,brak,brak,20,17,37,mała
